time,distance (cm)
0.0,1014
0.01,1014
0.02,1014
0.03,1014
0.04,1014
0.05,1014
0.06,1014
0.07,1014
0.08,1014
0.09,1014
0.1,1014
0.11,1014
0.12,1014
0.13,1014
0.14,1014
0.15,1014
0.16,1014
0.17,1014
0.18,1014
0.19,1014
0.2,1014
0.21,1014
0.22,1014
0.23,1014
0.24,1014
0.25,1014
0.26,1014
0.27,1014
0.28,1014
0.29,1014
0.3,1014
0.31,1014
0.32,1014
0.33,1014
0.34,1014
0.35000000000000003,1014
0.36,1014
0.37,1014
0.38,1014
0.39,1014
0.4,1014
0.41000000000000003,1014
0.42,1014
0.43,1014
0.44,1014
0.45,1014
0.46,1014
0.47000000000000003,1014
0.48,1014
0.49,1014
0.5,1014
0.51,1014
0.52,1014
0.53,1014
0.54,1014
0.55,1014
0.56,1014
0.5700000000000001,1014
0.58,1014
0.59,1014
0.6,1014
0.61,1014
0.62,1014
0.63,1014
0.64,1014
0.65,1014
0.66,1014
0.67,1014
0.68,1014
0.6900000000000001,1014
0.7000000000000001,1014
0.71,1014
0.72,1014
0.73,1014
0.74,1014
0.75,1014
0.76,1014
0.77,1014
0.78,1014
0.79,1014
0.8,1014
0.81,1014
0.8200000000000001,1014
0.8300000000000001,1014
0.84,1014
0.85,1014
0.86,1014
0.87,1014
0.88,1014
0.89,1014
0.9,1014
0.91,1014
0.92,1014
0.93,1014
0.9400000000000001,1014
0.9500000000000001,1014
0.96,1014
0.97,1014
0.98,1014
0.99,1014
1.0,1014
1.01,1014
1.02,1014
1.03,1014
1.04,1014
1.05,1014
1.06,1014
1.07,1014
1.08,1014
1.09,1014
1.1,1014
1.11,1014
1.12,1014
1.1300000000000001,1014
1.1400000000000001,1014
1.1500000000000001,1014
1.16,1014
1.17,1014
1.18,1014
1.19,1014
1.2,1014
1.21,1014
1.22,1014
1.23,1014
1.24,1014
1.25,1014
1.26,1014
1.27,1014
1.28,1014
1.29,1014
1.3,1014
1.31,1014
1.32,1014
1.33,1014
1.34,1014
1.35,1014
1.36,1014
1.37,1014
1.3800000000000001,1014
1.3900000000000001,1014
1.4000000000000001,1014
1.41,1014
1.42,1014
1.43,1014
1.44,1014
1.45,1014
1.46,1014
1.47,1014
1.48,1014
1.49,1014
1.5,1014
1.51,1014
1.52,1014
1.53,1014
1.54,1014
1.55,1014
1.56,1014
1.57,1014
1.58,1014
1.59,1014
1.6,1014
1.61,1014
1.62,1014
1.6300000000000001,1014
1.6400000000000001,1014
1.6500000000000001,1014
1.6600000000000001,1014
1.67,1014
1.68,1014
1.69,1014
1.7,1014
1.71,1014
1.72,1014
1.73,1014
1.74,1014
1.75,1014
1.76,1014
1.77,1014
1.78,1014
1.79,1014
1.8,1014
1.81,1014
1.82,1014
1.83,1014
1.84,1014
1.85,1014
1.86,1014
1.87,1014
1.8800000000000001,1014
1.8900000000000001,1014
1.9000000000000001,1014
1.9100000000000001,1014
1.92,1014
1.93,1014
1.94,1014
1.95,1014
1.96,1014
1.97,1014
1.98,1014
1.99,1014
2.0,1014
2.0100000000000002,1014
2.02,1014
2.0300000000000002,1014
2.04,1014
2.05,1014
2.06,1014
2.07,1014
2.08,1014
2.09,1014
2.1,1014
2.11,1014
2.12,1014
2.13,1014
2.14,1014
2.15,1014
2.16,1014
2.17,1014
2.18,1014
2.19,1014
2.2,1014
2.21,1014
2.22,1014
2.23,1014
2.24,1014
2.25,1014
2.2600000000000002,1014
2.27,1014
2.2800000000000002,1014
2.29,1014
2.3000000000000003,1014
2.31,1014
2.32,1014
2.33,1014
2.34,1014
2.35,1014
2.36,1014
2.37,1014
2.38,1014
2.39,1014
2.4,1014
2.41,1014
2.42,1014
2.43,1014
2.44,1014
2.45,1014
2.46,1014
2.47,1014
2.48,1014
2.49,1014
2.5,1014
2.5100000000000002,1014
2.52,1014
2.5300000000000002,1014
2.54,1014
2.5500000000000003,1014
2.56,1014
2.57,1014
2.58,1014
2.59,1014
2.6,1014
2.61,1014
2.62,1014
2.63,1014
2.64,1014
2.65,1014
2.66,1014
2.67,1014
2.68,1014
2.69,1014
2.7,1014
2.71,1014
2.72,1014
2.73,1014
2.74,1014
2.75,1014
2.7600000000000002,1014
2.77,1014
2.7800000000000002,1014
2.79,1014
2.8000000000000003,1014
2.81,1014
2.82,1014
2.83,1014
2.84,1014
2.85,1014
2.86,1014
2.87,1014
2.88,1014
2.89,1014
2.9,1014
2.91,1014
2.92,1014
2.93,1014
2.94,1014
2.95,1014
2.96,1014
2.97,1014
2.98,1014
2.99,1014
3.0,1014
3.0100000000000002,1014
3.02,1014
3.0300000000000002,1014
3.04,1014
3.0500000000000003,1014
3.06,1014
3.0700000000000003,1014
3.08,1014
3.09,1014
3.1,1014
3.11,1014
3.12,1014
3.13,1014
3.14,1014
3.15,1014
3.16,1014
3.17,1014
3.18,1014
3.19,1014
3.2,1014
3.21,1014
3.22,1014
3.23,1014
3.24,1014
3.25,1014
3.2600000000000002,1014
3.27,1014
3.2800000000000002,1014
3.29,1014
3.3000000000000003,1014
3.31,1014
3.3200000000000003,1014
3.33,1014
3.34,1014
3.35,1014
3.36,1014
3.37,1014
3.38,1014
3.39,1014
3.4,1014
3.41,1014
3.42,1014
3.43,1014
3.44,1014
3.45,1014
3.46,1014
3.47,1014
3.48,1014
3.49,1014
3.5,1014
3.5100000000000002,1014
3.52,1014
3.5300000000000002,1014
3.54,1014
3.5500000000000003,1014
3.56,1014
3.5700000000000003,1014
3.58,1014
3.59,1014
3.6,1014
3.61,1014
3.62,1014
3.63,1014
3.64,1014
3.65,1014
3.66,1014
3.67,1014
3.68,1014
3.69,1014
3.7,1014
3.71,1014
3.72,1014
3.73,1014
3.74,1014
3.75,1014
3.7600000000000002,1014
3.77,1014
3.7800000000000002,1014
3.79,1014
3.8000000000000003,1014
3.81,1014
3.8200000000000003,1014
3.83,1014
3.84,1014
3.85,1014
3.86,1014
3.87,1014
3.88,1014
3.89,1014
3.9,1014
3.91,1014
3.92,1014
3.93,1014
3.94,1014
3.95,1014
3.96,1014
3.97,1014
3.98,1014
3.99,1014
4.0,1014
4.01,1014
4.0200000000000005,1014
4.03,1014
4.04,1014
4.05,1014
4.0600000000000005,1014
4.07,1014
4.08,1014
4.09,1014
4.1,1014
4.11,1014
4.12,1014
4.13,1014
4.14,1014
4.15,1014
4.16,1014
4.17,1014
4.18,1014
4.19,1014
4.2,1014
4.21,1014
4.22,1014
4.23,1014
4.24,1014
4.25,1014
4.26,1014
4.2700000000000005,1014
4.28,1014
4.29,1014
4.3,1014
4.3100000000000005,1014
4.32,1014
4.33,1014
4.34,1014
4.3500000000000005,1014
4.36,1014
4.37,1014
4.38,1014
4.39,1014
4.4,1014
4.41,1014
4.42,1014
4.43,1014
4.44,1014
4.45,1014
4.46,1014
4.47,1014
4.48,1014
4.49,1014
4.5,1014
4.51,1014
4.5200000000000005,1014
4.53,1014
4.54,1014
4.55,1014
4.5600000000000005,1014
4.57,1014
4.58,1014
4.59,1014
4.6000000000000005,1014
4.61,1014
4.62,1014
4.63,1014
4.64,1014
4.65,1014
4.66,1014
4.67,1014
4.68,1014
4.69,1014
4.7,1014
4.71,1014
4.72,1014
4.73,1014
4.74,1014
4.75,1014
4.76,1014
4.7700000000000005,1014
4.78,1014
4.79,1014
4.8,1014
4.8100000000000005,1014
4.82,1014
4.83,1014
4.84,1014
4.8500000000000005,1014
4.86,1014
4.87,1014
4.88,1014
4.89,1014
4.9,1014
4.91,1014
4.92,1014
4.93,1014
4.94,1014
4.95,1014
4.96,1014
4.97,1014
4.98,1014
4.99,1014
5.0,1014
5.01,1014
5.0200000000000005,1014
5.03,1014
5.04,1014
5.05,1014
5.0600000000000005,1014
5.07,1014
5.08,1014
5.09,1014
5.1000000000000005,1014
5.11,1014
5.12,1014
5.13,1014
5.14,1014
5.15,1014
5.16,1014
5.17,1014
5.18,1014
5.19,1014
5.2,1014
5.21,1014
5.22,1014
5.23,1014
5.24,1014
5.25,1014
5.26,1014
5.2700000000000005,1014
5.28,1014
5.29,1014
5.3,1014
5.3100000000000005,1014
5.32,1014
5.33,1014
5.34,1014
5.3500000000000005,1014
5.36,1014
5.37,1014
5.38,1014
5.39,1014
5.4,1014
5.41,1014
5.42,1014
